VECTOR,OCCURRENCE_ID,SOURCE_TYPE,LOCATION_TYPE,POLYGON_ADMIN,Y,X,YEAR,COUNTRY,COUNTRY_ID,GAUL_AD0,STATUS
Aedes albopictus,5111,unpublished,point,-999,23.11,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5112,unpublished,point,-999,23.12,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5113,unpublished,point,-999,23.1,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5114,unpublished,point,-999,23,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5115,unpublished,point,-999,23.13,120.15,2004,Taiwan,TWN,886,NA
Aedes albopictus,5116,unpublished,point,-999,23.21,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5117,unpublished,point,-999,23.27,120.14,2004,Taiwan,TWN,886,NA
Aedes albopictus,5118,unpublished,point,-999,23,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,5119,unpublished,point,-999,23.33,120.4,2004,Taiwan,TWN,886,NA
Aedes albopictus,5120,unpublished,point,-999,23.16,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5121,unpublished,point,-999,22.95,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5122,unpublished,point,-999,22.99,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,5123,unpublished,point,-999,22.97,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5124,unpublished,point,-999,22.97,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,5125,unpublished,point,-999,23.01,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5126,unpublished,point,-999,23.24,120.13,2004,Taiwan,TWN,886,NA
Aedes albopictus,5127,unpublished,point,-999,22.99,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5128,unpublished,point,-999,22.97,120.64,2004,Taiwan,TWN,886,NA
Aedes albopictus,5129,unpublished,point,-999,22.52,120.38,2004,Taiwan,TWN,886,NA
Aedes albopictus,5130,unpublished,point,-999,22.67,120.48,2004,Taiwan,TWN,886,NA
Aedes albopictus,5131,unpublished,point,-999,22.98,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5132,unpublished,point,-999,22.97,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5133,unpublished,point,-999,22.96,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5134,unpublished,point,-999,23.06,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5135,unpublished,point,-999,23.03,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5136,unpublished,point,-999,23.01,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,5137,unpublished,point,-999,23.01,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,5138,unpublished,point,-999,23.19,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,5139,unpublished,point,-999,23.2,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5140,unpublished,point,-999,22.98,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5141,unpublished,point,-999,22.99,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5142,unpublished,point,-999,22.97,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5143,unpublished,point,-999,22.99,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5144,unpublished,point,-999,22.62,120.47,2004,Taiwan,TWN,886,NA
Aedes albopictus,5145,unpublished,point,-999,22.97,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5146,unpublished,point,-999,23.12,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5147,unpublished,point,-999,23.14,120.35,2004,Taiwan,TWN,886,NA
Aedes albopictus,5148,unpublished,point,-999,23.28,120.42,2004,Taiwan,TWN,886,NA
Aedes albopictus,5149,unpublished,point,-999,22.64,120.35,2004,Taiwan,TWN,886,NA
Aedes albopictus,5150,unpublished,point,-999,22.66,120.4,2004,Taiwan,TWN,886,NA
Aedes albopictus,5151,unpublished,point,-999,22.66,120.38,2004,Taiwan,TWN,886,NA
Aedes albopictus,5152,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5153,unpublished,point,-999,22.77,120.26,2004,Taiwan,TWN,886,NA
Aedes albopictus,5154,unpublished,point,-999,22.63,120.37,2004,Taiwan,TWN,886,NA
Aedes albopictus,5155,unpublished,point,-999,22.5,120.38,2004,Taiwan,TWN,886,NA
Aedes albopictus,5156,unpublished,point,-999,22.6,120.35,2004,Taiwan,TWN,886,NA
Aedes albopictus,5157,unpublished,point,-999,23.19,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,5158,unpublished,point,-999,23.26,120.17,2004,Taiwan,TWN,886,NA
Aedes albopictus,5159,unpublished,point,-999,22.89,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,5160,unpublished,point,-999,22.86,120.25,2004,Taiwan,TWN,886,NA
Aedes albopictus,5161,unpublished,point,-999,22.62,120.47,2004,Taiwan,TWN,886,NA
Aedes albopictus,5162,unpublished,point,-999,22.59,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5163,unpublished,point,-999,22.62,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5164,unpublished,point,-999,22.61,120.38,2004,Taiwan,TWN,886,NA
Aedes albopictus,5165,unpublished,point,-999,22.62,120.38,2004,Taiwan,TWN,886,NA
Aedes albopictus,5166,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5167,unpublished,point,-999,22.63,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5168,unpublished,point,-999,22.85,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5169,unpublished,point,-999,22.74,120.26,2004,Taiwan,TWN,886,NA
Aedes albopictus,5170,unpublished,point,-999,22.52,120.39,2004,Taiwan,TWN,886,NA
Aedes albopictus,5171,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,5172,unpublished,point,-999,22.5,120.39,2004,Taiwan,TWN,886,NA
Aedes albopictus,5173,unpublished,point,-999,23.31,120.41,2004,Taiwan,TWN,886,NA
Aedes albopictus,5174,unpublished,point,-999,22.48,120.4,2004,Taiwan,TWN,886,NA
Aedes albopictus,5175,unpublished,point,-999,22.48,120.41,2004,Taiwan,TWN,886,NA
Aedes albopictus,5176,unpublished,point,-999,23.18,120.25,2004,Taiwan,TWN,886,NA
Aedes albopictus,5177,unpublished,point,-999,22.63,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5178,unpublished,point,-999,22.85,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,5179,unpublished,point,-999,22.73,120.25,2004,Taiwan,TWN,886,NA
Aedes albopictus,5180,unpublished,point,-999,22.82,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,5181,unpublished,point,-999,22.63,120.37,2004,Taiwan,TWN,886,NA
Aedes albopictus,5182,unpublished,point,-999,23.22,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5183,unpublished,point,-999,23,120.25,2004,Taiwan,TWN,886,NA
Aedes albopictus,5184,unpublished,point,-999,23.24,120.14,2004,Taiwan,TWN,886,NA
Aedes albopictus,5185,unpublished,point,-999,23.26,120.17,2004,Taiwan,TWN,886,NA
Aedes albopictus,5186,unpublished,point,-999,22.6,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5187,unpublished,point,-999,22.56,120.55,2004,Taiwan,TWN,886,NA
Aedes albopictus,5188,unpublished,point,-999,22.97,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5189,unpublished,point,-999,23,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5190,unpublished,point,-999,22.64,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5191,unpublished,point,-999,22.6,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5192,unpublished,point,-999,22.63,120.37,2004,Taiwan,TWN,886,NA
Aedes albopictus,5193,unpublished,point,-999,22.94,120.68,2004,Taiwan,TWN,886,NA
Aedes albopictus,5194,unpublished,point,-999,22.69,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5195,unpublished,point,-999,22.58,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5196,unpublished,point,-999,22.58,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,5197,unpublished,point,-999,23.23,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,5198,unpublished,point,-999,23.04,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5199,unpublished,point,-999,23.16,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5200,unpublished,point,-999,23.21,120.26,2004,Taiwan,TWN,886,NA
Aedes albopictus,5201,unpublished,point,-999,23.27,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,5202,unpublished,point,-999,23.3,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5203,unpublished,point,-999,23,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5204,unpublished,point,-999,23.19,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5205,unpublished,point,-999,23.3,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5206,unpublished,point,-999,22.63,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5207,unpublished,point,-999,23.14,120.25,2004,Taiwan,TWN,886,NA
Aedes albopictus,5208,unpublished,point,-999,23.15,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5209,unpublished,point,-999,23.04,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5210,unpublished,point,-999,23.31,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5211,unpublished,point,-999,22.53,120.4,2004,Taiwan,TWN,886,NA
Aedes albopictus,5212,unpublished,point,-999,22.49,120.41,2004,Taiwan,TWN,886,NA
Aedes albopictus,5213,unpublished,point,-999,23.08,120.14,2004,Taiwan,TWN,886,NA
Aedes albopictus,5214,unpublished,point,-999,23.18,120.25,2004,Taiwan,TWN,886,NA
Aedes albopictus,5215,unpublished,point,-999,23.31,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,5216,unpublished,point,-999,23.22,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5217,unpublished,point,-999,22.62,120.34,2004,Taiwan,TWN,886,NA
Aedes albopictus,5218,unpublished,point,-999,22.99,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5219,unpublished,point,-999,22.99,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5220,unpublished,point,-999,22.99,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5221,unpublished,point,-999,23.03,120.45,2004,Taiwan,TWN,886,NA
Aedes albopictus,5222,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5223,unpublished,point,-999,22.63,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5224,unpublished,point,-999,22.63,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5225,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5226,unpublished,point,-999,23.19,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5227,unpublished,point,-999,23.04,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5228,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5229,unpublished,point,-999,23.23,120.35,2004,Taiwan,TWN,886,NA
Aedes albopictus,5230,unpublished,point,-999,23.01,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,5231,unpublished,point,-999,22.64,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5232,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5233,unpublished,point,-999,23.21,120.44,2004,Taiwan,TWN,886,NA
Aedes albopictus,5234,unpublished,point,-999,23.22,120.4,2004,Taiwan,TWN,886,NA
Aedes albopictus,5235,unpublished,point,-999,23.24,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5236,unpublished,point,-999,23.02,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5237,unpublished,point,-999,23.25,120.38,2004,Taiwan,TWN,886,NA
Aedes albopictus,5238,unpublished,point,-999,23.28,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5239,unpublished,point,-999,23.29,120.37,2004,Taiwan,TWN,886,NA
Aedes albopictus,5240,unpublished,point,-999,23.09,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5241,unpublished,point,-999,22.97,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5242,unpublished,point,-999,22.97,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5243,unpublished,point,-999,23.04,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5244,unpublished,point,-999,23.03,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5245,unpublished,point,-999,22.96,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5246,unpublished,point,-999,23,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5247,unpublished,point,-999,22.98,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,5248,unpublished,point,-999,23.06,120.12,2004,Taiwan,TWN,886,NA
Aedes albopictus,5249,unpublished,point,-999,23.4,120.44,2004,Taiwan,TWN,886,NA
Aedes albopictus,5250,unpublished,point,-999,23,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5251,unpublished,point,-999,23.06,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5252,unpublished,point,-999,22.99,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5253,unpublished,point,-999,23.03,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5254,unpublished,point,-999,22.99,120.17,2004,Taiwan,TWN,886,NA
Aedes albopictus,5255,unpublished,point,-999,23.23,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5256,unpublished,point,-999,22.39,120.59,2004,Taiwan,TWN,886,NA
Aedes albopictus,5257,unpublished,point,-999,22.96,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5258,unpublished,point,-999,23.15,120.48,2004,Taiwan,TWN,886,NA
Aedes albopictus,5259,unpublished,point,-999,23.21,120.26,2004,Taiwan,TWN,886,NA
Aedes albopictus,5260,unpublished,point,-999,23,120.15,2004,Taiwan,TWN,886,NA
Aedes albopictus,5261,unpublished,point,-999,23,120.16,2004,Taiwan,TWN,886,NA
Aedes albopictus,5262,unpublished,point,-999,23.21,120.44,2004,Taiwan,TWN,886,NA
Aedes albopictus,5263,unpublished,point,-999,22.97,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,5264,unpublished,point,-999,22.97,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5265,unpublished,point,-999,23,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5266,unpublished,point,-999,22.99,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,5267,unpublished,point,-999,23.04,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5268,unpublished,point,-999,23.01,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5269,unpublished,point,-999,22.98,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5270,unpublished,point,-999,23,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5271,unpublished,point,-999,23,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5272,unpublished,point,-999,23.07,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5273,unpublished,point,-999,23,120.16,2004,Taiwan,TWN,886,NA
Aedes albopictus,5274,unpublished,point,-999,22.98,120.17,2004,Taiwan,TWN,886,NA
Aedes albopictus,5275,unpublished,point,-999,23.01,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5276,unpublished,point,-999,23.29,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5277,unpublished,point,-999,22.68,120.48,2004,Taiwan,TWN,886,NA
Aedes albopictus,5278,unpublished,point,-999,22.99,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5279,unpublished,point,-999,23,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5280,unpublished,point,-999,23.07,120.15,2004,Taiwan,TWN,886,NA
Aedes albopictus,5281,unpublished,point,-999,23.32,120.4,2004,Taiwan,TWN,886,NA
Aedes albopictus,5282,unpublished,point,-999,23.28,120.43,2004,Taiwan,TWN,886,NA
Aedes albopictus,5283,unpublished,point,-999,22.99,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,5284,unpublished,point,-999,22.99,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5285,unpublished,point,-999,23.02,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5286,unpublished,point,-999,23.06,120.17,2004,Taiwan,TWN,886,NA
Aedes albopictus,5287,unpublished,point,-999,23.25,120.49,2004,Taiwan,TWN,886,NA
Aedes albopictus,5288,unpublished,point,-999,23.12,120.35,2004,Taiwan,TWN,886,NA
Aedes albopictus,5289,unpublished,point,-999,23.33,120.4,2004,Taiwan,TWN,886,NA
Aedes albopictus,5290,unpublished,point,-999,22.66,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5291,unpublished,point,-999,22.62,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5292,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5293,unpublished,point,-999,22.6,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5294,unpublished,point,-999,22.74,120.72,2004,Taiwan,TWN,886,NA
Aedes albopictus,5295,unpublished,point,-999,22.69,120.41,2004,Taiwan,TWN,886,NA
Aedes albopictus,5296,unpublished,point,-999,22.99,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,5297,unpublished,point,-999,23.15,120.25,2004,Taiwan,TWN,886,NA
Aedes albopictus,5298,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,5299,unpublished,point,-999,22.92,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,5300,unpublished,point,-999,22.5,120.38,2004,Taiwan,TWN,886,NA
Aedes albopictus,5301,unpublished,point,-999,22.62,120.38,2004,Taiwan,TWN,886,NA
Aedes albopictus,5302,unpublished,point,-999,22.57,120.46,2004,Taiwan,TWN,886,NA
Aedes albopictus,5303,unpublished,point,-999,22.62,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,5304,unpublished,point,-999,22.49,120.4,2004,Taiwan,TWN,886,NA
Aedes albopictus,5305,unpublished,point,-999,22.6,120.34,2004,Taiwan,TWN,886,NA
Aedes albopictus,5306,unpublished,point,-999,22.6,120.51,2004,Taiwan,TWN,886,NA
Aedes albopictus,5307,unpublished,point,-999,22.94,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5308,unpublished,point,-999,22.98,120.26,2004,Taiwan,TWN,886,NA
Aedes albopictus,5309,unpublished,point,-999,23.19,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5310,unpublished,point,-999,22.5,120.39,2004,Taiwan,TWN,886,NA
Aedes albopictus,5311,unpublished,point,-999,22.38,120.64,2004,Taiwan,TWN,886,NA
Aedes albopictus,5312,unpublished,point,-999,22.65,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5313,unpublished,point,-999,22.67,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,5314,unpublished,point,-999,22.62,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5315,unpublished,point,-999,23.07,120.26,2004,Taiwan,TWN,886,NA
Aedes albopictus,5316,unpublished,point,-999,22.6,120.34,2004,Taiwan,TWN,886,NA
Aedes albopictus,5317,unpublished,point,-999,23.31,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5318,unpublished,point,-999,22.59,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5319,unpublished,point,-999,23.03,120.14,2004,Taiwan,TWN,886,NA
Aedes albopictus,5320,unpublished,point,-999,22.62,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5321,unpublished,point,-999,22.62,120.34,2004,Taiwan,TWN,886,NA
Aedes albopictus,5322,unpublished,point,-999,23.18,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,5323,unpublished,point,-999,23.11,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5324,unpublished,point,-999,23.13,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5325,unpublished,point,-999,22.59,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,5326,unpublished,point,-999,23.07,120.16,2004,Taiwan,TWN,886,NA
Aedes albopictus,5327,unpublished,point,-999,22.89,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5328,unpublished,point,-999,22.82,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5329,unpublished,point,-999,23.18,120.15,2004,Taiwan,TWN,886,NA
Aedes albopictus,5330,unpublished,point,-999,22.63,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5331,unpublished,point,-999,23.03,120.13,2004,Taiwan,TWN,886,NA
Aedes albopictus,5332,unpublished,point,-999,23.29,120.15,2004,Taiwan,TWN,886,NA
Aedes albopictus,5333,unpublished,point,-999,22.74,120.72,2004,Taiwan,TWN,886,NA
Aedes albopictus,5334,unpublished,point,-999,22.62,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5335,unpublished,point,-999,22.5,120.38,2004,Taiwan,TWN,886,NA
Aedes albopictus,5336,unpublished,point,-999,22.64,120.35,2004,Taiwan,TWN,886,NA
Aedes albopictus,5337,unpublished,point,-999,22.6,120.34,2004,Taiwan,TWN,886,NA
Aedes albopictus,5338,unpublished,point,-999,23.13,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5339,unpublished,point,-999,22.59,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5340,unpublished,point,-999,22.5,120.38,2004,Taiwan,TWN,886,NA
Aedes albopictus,5341,unpublished,point,-999,22.64,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5342,unpublished,point,-999,23.26,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5343,unpublished,point,-999,23.29,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,5344,unpublished,point,-999,22.52,120.51,2004,Taiwan,TWN,886,NA
Aedes albopictus,5345,unpublished,point,-999,22.92,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5346,unpublished,point,-999,23.25,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5347,unpublished,point,-999,23.3,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5348,unpublished,point,-999,23.12,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5349,unpublished,point,-999,23.02,120.26,2004,Taiwan,TWN,886,NA
Aedes albopictus,5350,unpublished,point,-999,23.11,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5351,unpublished,point,-999,22.91,120.61,2004,Taiwan,TWN,886,NA
Aedes albopictus,5352,unpublished,point,-999,22.51,120.53,2004,Taiwan,TWN,886,NA
Aedes albopictus,5353,unpublished,point,-999,23.23,120.26,2004,Taiwan,TWN,886,NA
Aedes albopictus,5354,unpublished,point,-999,23.02,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5355,unpublished,point,-999,23.01,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5356,unpublished,point,-999,23.19,120.13,2004,Taiwan,TWN,886,NA
Aedes albopictus,5357,unpublished,point,-999,23.25,120.44,2004,Taiwan,TWN,886,NA
Aedes albopictus,5358,unpublished,point,-999,23.15,120.17,2004,Taiwan,TWN,886,NA
Aedes albopictus,5359,unpublished,point,-999,22.89,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5360,unpublished,point,-999,23.01,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5361,unpublished,point,-999,23.08,120.14,2004,Taiwan,TWN,886,NA
Aedes albopictus,5362,unpublished,point,-999,23.16,120.12,2004,Taiwan,TWN,886,NA
Aedes albopictus,5363,unpublished,point,-999,22.88,120.5,2004,Taiwan,TWN,886,NA
Aedes albopictus,5364,unpublished,point,-999,23.01,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,5365,unpublished,point,-999,23.09,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5366,unpublished,point,-999,23.23,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5367,unpublished,point,-999,22.64,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5368,unpublished,point,-999,23.26,120.17,2004,Taiwan,TWN,886,NA
Aedes albopictus,5369,unpublished,point,-999,23.23,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5370,unpublished,point,-999,23.23,120.17,2004,Taiwan,TWN,886,NA
Aedes albopictus,5371,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5372,unpublished,point,-999,22.63,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5373,unpublished,point,-999,23.23,120.26,2004,Taiwan,TWN,886,NA
Aedes albopictus,5374,unpublished,point,-999,23.26,120.17,2004,Taiwan,TWN,886,NA
Aedes albopictus,5375,unpublished,point,-999,22.91,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,5376,unpublished,point,-999,23.01,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,5377,unpublished,point,-999,23.04,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5378,unpublished,point,-999,22.63,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5379,unpublished,point,-999,22.95,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,5380,unpublished,point,-999,22.64,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5381,unpublished,point,-999,23.37,120.39,2004,Taiwan,TWN,886,NA
Aedes albopictus,5382,unpublished,point,-999,22.99,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5383,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5384,unpublished,point,-999,22.62,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5385,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5386,unpublished,point,-999,22.64,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,5387,unpublished,point,-999,23.19,120.13,2004,Taiwan,TWN,886,NA
Aedes albopictus,5388,unpublished,point,-999,22.99,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5389,unpublished,point,-999,23.37,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,5390,unpublished,point,-999,22.97,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,5391,unpublished,point,-999,23.04,120.48,2004,Taiwan,TWN,886,NA
Aedes albopictus,5392,unpublished,point,-999,23.14,120.13,2004,Taiwan,TWN,886,NA
Aedes albopictus,5393,unpublished,point,-999,23.11,120.18,2004,Taiwan,TWN,886,NA
Aedes albopictus,5394,unpublished,point,-999,23.01,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,5395,unpublished,point,-999,22.65,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,5396,unpublished,point,-999,22.99,120.23,2004,Taiwan,TWN,886,NA
Aedes albopictus,5397,unpublished,point,-999,22.96,120.2,2004,Taiwan,TWN,886,NA
Aedes albopictus,5398,unpublished,point,-999,23,120.19,2004,Taiwan,TWN,886,NA
Aedes albopictus,5399,unpublished,point,-999,22.99,120.17,2004,Taiwan,TWN,886,NA
Aedes albopictus,5400,unpublished,point,-999,22.98,120.19,2004,Taiwan,TWN,886,NA
